participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.share,participant.control_treatment,participant.private_treatment,participant.journal_treatment,participant.dofus,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.journal,session.config.participation_fee,session.config.full_random,instructions.1.player.id_in_group,instructions.1.player.role,instructions.1.player.payoff,instructions.1.player.confirm_one,instructions.1.group.id_in_subsession,instructions.1.subsession.round_number,science_study.1.player.id_in_group,science_study.1.player.role,science_study.1.player.payoff,science_study.1.player.share,science_study.1.player.check_share,science_study.1.group.id_in_subsession,science_study.1.subsession.round_number,epq.1.player.id_in_group,epq.1.player.role,epq.1.player.payoff,epq.1.player.reflect,epq.1.player.researcher_feedback,epq.1.player.continent,epq.1.player.gender,epq.1.player.age,epq.1.player.risk,epq.1.player.trustworthy,epq.1.player.trusting,epq.1.player.accounting_research,epq.1.player.job_title,epq.1.player.research_area,epq.1.player.research_method,epq.1.player.res_meth_replicates,epq.1.player.acc_replicates,epq.1.player.acc_sub_replicates,epq.1.player.progress,epq.1.player.est_other_post_online,epq.1.player.check_est_other_post_online,epq.1.player.est_you_post_online,epq.1.player.reason_one,epq.1.player.reason_two,epq.1.player.reason_three,epq.1.player.reason_four,epq.1.player.reason_five,epq.1.player.reason_six,epq.1.player.reason_seven,epq.1.player.reason_eight,epq.1.player.reason_nine,epq.1.player.reason_eleven,epq.1.player.reason_twelve,epq.1.player.reason_ten,epq.1.player.reason_ten_text,epq.1.player.likelihood_future_post,epq.1.player.heard_materials,epq.1.player.encourage_others,epq.1.player.acc_favor_public_post,epq.1.player.check_acc_favor_public_post,epq.1.player.heard_prereg,epq.1.player.have_prereg,epq.1.player.first_time_prereg,epq.1.player.trust_prereg,epq.1.player.editors_believe,epq.1.player.check_editors_believe,epq.1.group.id_in_subsession,epq.1.subsession.round_number,end.1.player.id_in_group,end.1.player.role,end.1.player.payoff,end.1.group.id_in_subsession,end.1.subsession.round_number
319,7nz5q62l,a8f3of,0,9,10,epq,Thank,14:36.7,1,,,0,85,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,319,,0,1,1,1,319,,0,85,1,1,1,319,,0,Would comply if I knew the researcher or felt I could trust the researcher.,,5,1,6,6,5,6,1,3,2,2,4,4,4,4,35,0,2,1,0,1,0,0,1,0,0,0,0,0,0,,2,2,2,22,0,2,1,,4,37,0,1,1,319,,0,1,1
320,4axd74wk,sq3olk,0,9,10,epq,Thank,10:34.2,1,,,0,80,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,320,,0,1,1,1,320,,0,80,1,1,1,320,,0,"I am open to sharing any data that I've collected when appropriate. Given I am an experimentalist, my research involves primary data that is not available to the public. I would need to obtain approval to share the data to comply with IRB/Ethics policies regarding the storage and dissemination of data collected via an experiment. I may be hesitant to share my code with an academic I do not know. Generally, the statistics I conduct are fairly straightforward so this would be an odd request. I think this may make more sense for an archivalist. ",,1,2,4,5,10,7,1,2,3,3,3,2,2,4,10,0,3,1,0,0,0,0,0,0,1,0,0,1,1,"I always provide a copy of my experimental materials to reviewers and to anyone who requests them. I would welcome including experimental materials publicly for all studies. The raw data is another story, as there are strict ethics regulations with regards to the storage and dissemination of the raw data generated via experiments.",1,1,1,25,0,1,1,,3,100,0,1,1,320,,0,1,1
321,8p9x508y,cgttsz,0,9,10,epq,Thank,17:08.0,1,,,0,100,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,321,,0,1,1,1,321,,0,100,1,1,1,321,,0,"This is already happening if you publish in JAR, which I did. Our code is available on JAR’s website. Interested parties can access it and play with it.",,5,1,3,5,10,8,1,2,1,2,4,4,4,4,10,0,4,1,0,0,0,0,0,0,0,0,0,0,0,,2,5,3,10,0,2,1,,2,20,0,1,1,321,,0,1,1
322,452oh4ub,b7anhd,0,9,10,epq,Thank,58:03.5,1,,,0,75,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,322,,0,1,1,1,322,,0,75,1,1,1,322,,0,"Overall, this is important to comply with. I still can imagine that not every project I design will have public consumption in mind, so the occasional one might be difficult to be made *public*, even if  I am happy to share all on a one-to-one basis.",,4,1,4,7,8,10,1,3,2,2,4,4,3,5,30,0,2,1,1,0,0,0,0,0,0,0,0,0,1,Lack of demand/interest,2,4,1,35,0,4,1,,4,75,0,1,1,322,,0,1,1
323,itqn4o29,1yv1gf,0,9,10,epq,Thank,22:10.7,1,,,0,80,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,323,,0,1,1,1,323,,0,80,1,1,1,323,,0,"Happy to share (part of) my coding (e.g., dofiles) but sharing data (especially when it comes from commercial vendors) is perhaps not possible.",,4,1,3,4,9,7,1,2,2,2,4,4,4,4,25,0,3,1,0,1,0,0,1,0,0,0,0,0,0,,2,4,1,30,0,4,1,,3,50,0,1,1,323,,0,1,1
324,v6bt936y,7rndzi,0,9,10,epq,Thank,38:54.6,1,,,0,80,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,324,,0,1,1,1,324,,0,80,1,1,1,324,,0,"In most scenarios, when I can vouch for the quality of the data and the coding, I would share the research materials. When coding was not done by myself or in earlier work, where my coding was perhaps less elegant or efficient, I would perhaps prefer not to share the code (but let's say only the data) or at least not immediately. ",,4,1,3,8,10,8,1,3,2,2,5,4,4,5,50,0,3,1,1,0,0,0,0,1,0,1,0,0,0,,2,3,3,65,0,3,1,,4,68,0,1,1,324,,0,1,1
325,em1uixlv,vae4z1,0,4,10,epq,Checks,41:03.5,1,,,0,100,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,325,,0,1,1,1,325,,0,100,1,1,1,325,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,325,,0,1,1
326,rt8r818q,q8fv4a,0,9,10,epq,Thank,07:47.2,1,,,0,25,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,326,,0,1,1,1,326,,0,25,1,1,1,326,,0,"Searching the correct data file and providing/explaining the data is time consuming, therefore I do not respond to each request. Moreover, I expect additional time consuming questions and discussion when I send the raw material.  Sometimes, a follow up study is planned and I cannot offer the data (= my USP).",,4,1,3,3,9,5,1,3,4,2,4,4,4,2,15,0,2,1,1,0,0,0,0,1,0,0,0,1,0,,1,2,2,50,0,1,1,,3,50,0,1,1,326,,0,1,1
327,ajm2rqkd,n9h3hq,0,3,10,science_study,Decision,55:05.5,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,327,,0,1,1,1,327,,0,,,1,1,327,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,327,,0,1,1
328,570yi2qh,fdr5gg,0,9,10,epq,Thank,47:34.3,1,,,0,20,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,328,,0,1,1,1,328,,0,20,1,1,1,328,,0,"Data that I use typically come in the form of interviews, which are difficult to share in ""raw form"".",,4,1,3,4,9,7,1,3,3,4,3,3,3,4,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,3,1,70,0,4,1,,3,90,0,1,1,328,,0,1,1
329,y369oi69,pj8gpb,0,9,10,epq,Thank,09:52.2,1,,,0,70,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,329,,0,1,1,1,329,,0,70,1,1,1,329,,0,"If it's proprietary data, I cannot share. If it's public data, and I would like to share.",,0,1,2,6,6,6,1,2,1,2,3,3,2,4,10,0,2,1,0,0,1,0,0,0,0,0,0,0,0,,2,3,3,21,0,3,1,,3,33,0,1,1,329,,0,1,1
330,auhs2oxs,9wo0da,0,9,10,epq,Thank,50:33.7,1,,,0,75,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,330,,0,1,1,1,330,,0,75,1,1,1,330,,0,Advancing research is aided by replication,,5,2,3,5,10,7,1,3,4,2,4,3,4,4,25,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,2,2,1,50,0,1,1,,3,50,0,1,1,330,,0,1,1
331,5ox84bem,zrew4k,0,4,10,epq,Checks,37:49.8,1,,,0,50,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,331,,0,1,1,1,331,,0,50,1,1,1,331,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,331,,0,1,1
332,35vrivc5,ulv9hi,0,9,10,epq,Thank,25:27.1,1,,,0,100,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,332,,0,1,1,1,332,,0,100,1,1,1,332,,0,This is a requirement of most journals and the ethical thing to do.,,5,1,5,4,10,8,1,3,3,3,2,1,1,4,9,0,4,1,0,0,0,0,0,0,0,0,0,0,0,,2,4,3,40,0,5,2,2019,3,86,0,1,1,332,,0,1,1
333,pjkb3gpd,4j4aai,0,9,10,epq,Thank,07:16.1,1,,,0,71,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,333,,0,1,1,1,333,,0,71,1,1,1,333,,0,I do not knwo the researcher hability on the method to contrapose my findings,,3,1,4,8,7,6,1,3,5,4,4,1,2,5,11,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,2,4,3,47,0,4,1,,4,47,0,1,1,333,,0,1,1
334,8ufya99a,oqmfl6,0,9,10,epq,Thank,43:39.8,1,,,0,50,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,334,,0,1,1,1,334,,0,50,1,1,1,334,,0,My research is qualitative in nature so 1) they could go to archives to get the data. I also do interviews and these can't be shared as they are under ethics.,,5,1,5,8,10,8,1,2,6,4,4,4,4,5,31,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,50,0,1,1,,3,50,0,1,1,334,,0,1,1
335,j03bit6w,626oz2,0,9,10,epq,Thank,45:23.4,1,,,0,80,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,335,,0,1,1,1,335,,0,80,1,1,1,335,,0,I usually would comply with the request if the intention what she/he wants to do with it is soundly explained by the requester and if there are no confidentiality reasons that might inhibit the sharing of the data (would then already have been clarified in the publication process with the journal and appropriately declared). Regarding the sharing of the research instrument there are usually no problems at all.  ,,4,1,3,3,8,8,1,2,1,3,2,2,2,4,20,0,1,1,0,0,0,1,0,0,1,0,0,0,0,,2,2,3,30,0,1,1,,4,40,0,1,1,335,,0,1,1
336,652przob,2hnoo6,0,9,10,epq,Thank,40:48.9,1,,,0,95,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,336,,0,1,1,1,336,,0,95,1,1,1,336,,0,"Nothing secret about any of it.  Unless a red flag (e.g., prior 'copy cat') i'd share",,4,1,4,5,8,7,1,3,3,3,3,3,3,5,66,0,2,0,0,0,0,0,0,0,0,0,0,0,1,support/backup; note there's a difference between non-public data and materials. The latter can always be shared,2,4,3,66,0,2,2,2008,3,23,0,1,1,336,,0,1,1
337,54na1n4n,f392qb,0,1,10,instructions,Welcome,41:25.0,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,337,,0,0,1,1,337,,0,,,1,1,337,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,337,,0,1,1
338,ot2vezax,sj4b0y,0,9,10,epq,Thank,41:56.8,1,,,0,100,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,338,,0,1,1,1,338,,0,100,1,1,1,338,,0,That is the right thing to do.,,4,1,3,3,9,4,1,3,2,2,4,4,4,5,75,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,2,4,3,83,0,5,2,2021,3,100,0,1,1,338,,0,1,1
339,c0gbqgzd,dsp392,0,1,10,instructions,Welcome,42:11.0,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,339,,0,0,1,1,339,,0,,,1,1,339,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,339,,0,1,1
340,zii6r8hh,nhc11e,0,1,10,instructions,Welcome,42:35.8,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,340,,0,0,1,1,340,,0,,,1,1,340,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,340,,0,1,1
341,qg4ljoel,lkagfe,0,1,10,instructions,Welcome,44:56.8,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,341,,0,0,1,1,341,,0,,,1,1,341,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,341,,0,1,1
342,krwu3lb8,nfn9ng,0,1,10,instructions,Welcome,52:05.5,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,342,,0,0,1,1,342,,0,,,1,1,342,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,342,,0,1,1
343,giaqy6wc,jv5ft7,0,1,10,instructions,Welcome,56:10.1,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,343,,0,0,1,1,343,,0,,,1,1,343,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,343,,0,1,1
344,ozqj84ue,anxrin,0,1,10,instructions,Welcome,03:50.3,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,344,,0,0,1,1,344,,0,,,1,1,344,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,344,,0,1,1
345,c68g27tn,aar8sm,0,3,10,science_study,Decision,10:21.7,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,345,,0,1,1,1,345,,0,,,1,1,345,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,345,,0,1,1
346,bskms5wd,3uc1tq,0,1,10,instructions,Welcome,13:56.1,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,346,,0,0,1,1,346,,0,,,1,1,346,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,346,,0,1,1
347,gwjmlfw1,zir92s,0,1,10,instructions,Welcome,14:23.6,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,347,,0,0,1,1,347,,0,,,1,1,347,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,347,,0,1,1
348,8rsfd2qv,3zykla,0,1,10,instructions,Welcome,16:17.7,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,348,,0,0,1,1,348,,0,,,1,1,348,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,348,,0,1,1
349,lcs4mafq,otc1fj,0,1,10,instructions,Welcome,16:36.9,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,349,,0,0,1,1,349,,0,,,1,1,349,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,349,,0,1,1
350,prhnpsmn,sthcds,0,1,10,instructions,Welcome,17:19.8,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,350,,0,0,1,1,350,,0,,,1,1,350,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,350,,0,1,1
351,b2682o5b,nu3tuo,0,9,10,epq,Thank,21:36.5,1,,,0,87,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,351,,0,1,1,1,351,,0,87,1,1,1,351,,0,It is important to have high standards for research outreach and reproducibility. ,,0,1,2,6,10,4,1,2,2,2,3,3,3,4,23,0,2,0,0,0,0,0,0,0,0,1,0,0,0,,2,4,2,31,0,4,1,,4,83,0,1,1,351,,0,1,1
352,xso8nav9,ww57vh,0,6,10,epq,Science_one,28:04.4,1,,,0,10,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,352,,0,1,1,1,352,,0,10,1,1,1,352,,0,"The question has not distinguished between different types of reasoning processes nor the type of data and follows a hypothetical-deductive logic, where replicability is important but is only part of the available research approaches.",,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,352,,0,1,1
353,vanqivb1,lrtfrt,0,1,10,instructions,Welcome,29:36.2,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,353,,0,0,1,1,353,,0,,,1,1,353,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,353,,0,1,1
354,ucnfeqrp,kgiyen,0,1,10,instructions,Welcome,30:57.5,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,354,,0,0,1,1,354,,0,,,1,1,354,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,354,,0,1,1
355,04yit2tn,4zylqz,0,9,10,epq,Thank,43:20.2,1,,,0,32,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,355,,0,1,1,1,355,,0,32,1,1,1,355,,0,"The other researcher can already find the relevant information to replicate my study from my paper. If there is any confusion, I’m glad to clarify. I may share data to the public if the data is not subject to non disclosure restrictions by the data vendor. ",,5,2,2,5,9,7,1,2,2,2,4,4,4,4,27,0,2,1,0,1,0,0,1,0,0,1,0,0,0,,2,2,2,42,0,3,1,,3,69,0,1,1,355,,0,1,1
356,xacrzldz,rqp7zp,0,1,10,instructions,Welcome,43:47.6,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,356,,0,0,1,1,356,,0,,,1,1,356,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,356,,0,1,1
357,grfhy79s,h3hwg1,0,9,10,epq,Thank,11:53.7,1,,,0,0,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,357,,0,1,1,1,357,,0,0,1,1,1,357,,0,Why should I?,,4,1,3,7,5,3,0,4,2,3,3,3,3,4,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,1,2,1,13,0,4,2,2013,4,31,0,1,1,357,,0,1,1
358,tp9ksrl7,urkz65,0,9,10,epq,Thank,21:12.8,1,,,0,83,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,358,,0,1,1,1,358,,0,83,1,1,1,358,,0,I have nothing to hide,,5,2,5,4,9,4,1,3,3,3,4,4,4,5,62,0,3,0,0,0,0,0,0,0,0,0,0,1,0,,2,5,3,81,0,5,1,,4,99,0,1,1,358,,0,1,1
359,sbdiczca,rbh6r4,0,9,10,epq,Thank,28:32.7,1,,,0,100,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,359,,0,1,1,1,359,,0,100,1,1,1,359,,0,"The purpose of research is to better understand the world, and replication (and scrutiny) of one's research is an essential element of developing a deep understanding of the world. ",,5,1,5,8,8,8,1,3,2,3,4,3,3,5,75,0,4,1,0,1,0,0,1,0,0,0,0,0,0,,2,5,3,75,0,4,1,,4,100,0,1,1,359,,0,1,1
360,l6ypwkq1,sfj73t,0,9,10,epq,Thank,51:58.0,1,,,0,80,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,360,,0,1,1,1,360,,0,80,1,1,1,360,,0,"S/He can get my code and my non-sensitive data. However, most of my research is based on sensitive data that can not be distributed without permission. ",,4,1,4,4,7,7,1,3,1,2,4,4,4,4,26,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,1,3,2,35,0,2,1,,4,73,0,1,1,360,,0,1,1
361,yha2eikg,1021we,0,9,10,epq,Thank,08:30.0,1,,,0,90,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,361,,0,1,1,1,361,,0,90,1,1,1,361,,0,"Science is (should be) open. If someone thinks that (s) he can build upon my study, that would only be great. Even the revision of results would not be an issue, I think, also depending upon the information that the other researcher is willing to give.     Some issues:  - I would be interested to see what the other researcher would be doing. If (s)he would focus on overthrowing previous work no matter what, that would be an issue (i.e., unethical research purpose, yet that would be difficult to grasp in a short contact);  - Similar, I would have to be able to share the data. E.g. if data was gathered through field study or survey where anonymity is guaranteed, I would not share the data;   - If I would be working on a follow-up paper with the same dataset, I would not share the dataset with the other researcher. ",,4,1,4,6,9,7,1,3,3,5,3,2,3,4,25,0,2,0,0,0,0,0,0,0,0,0,0,0,1,"I have not been asked to share data. In addition, I would think that the methodology section would provide a good start for replication",2,1,1,25,0,2,1,,3,10,0,1,1,361,,0,1,1
362,y9t3vs2x,tcogms,0,9,10,epq,Thank,21:08.4,1,,,0,100,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,362,,0,1,1,1,362,,0,100,1,1,1,362,,0,This is the way how science should work. ,,5,1,2,5,10,5,1,2,2,2,4,4,4,5,35,0,4,1,0,1,0,0,0,0,0,0,0,0,0,,2,5,3,64,0,4,1,,4,100,0,1,1,362,,0,1,1
363,w6m6wpkz,k1mdpd,0,9,10,epq,Thank,27:49.5,1,,,0,50,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,363,,0,1,1,1,363,,0,50,1,1,1,363,,0,"Building on my study is the most sensitive part, if I'm still in the process of generating follow up research with the same setting/data.",,4,1,4,5,7,7,1,3,2,2,4,4,4,4,15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,2,5,1,40,0,4,1,,3,40,0,1,1,363,,0,1,1
364,tv7fvw8p,dbnsqg,0,8,10,epq,Demographics,28:26.7,1,,,0,90,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,364,,0,1,1,1,364,,0,90,1,1,1,364,,0,"If  I was using the data in another study in process, I would delay sharing.",,,,,,,,,,2,2,4,3,4,3,13,0,2,0,0,1,0,0,1,0,0,0,0,0,0,,2,5,1,67,0,5,2,2019,3,77,0,1,1,364,,0,1,1
365,loyic35c,7quw8q,0,9,10,epq,Thank,47:36.6,1,,,0,80,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,365,,0,1,1,1,365,,0,80,1,1,1,365,,0,"In most cases I would comply, but there are researchers out there I would not share with",,4,1,6,9,10,8,0,3,3,1,5,3,3,4,34,0,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,38,0,1,1,,3,50,0,1,1,365,,0,1,1
366,6vzrkyou,7l7636,0,9,10,epq,Thank,49:43.6,1,,,0,50,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,366,,0,1,1,1,366,,0,50,1,1,1,366,,0,Lack of faith in others’ motivation and intentions,,5,1,4,5,6,4,1,2,2,2,1,1,3,2,5,0,1,0,1,0,0,1,1,0,0,0,0,0,0,,2,2,1,20,0,3,1,,3,100,0,1,1,366,,0,1,1
367,xpo5oo6k,qsl2yr,0,4,10,epq,Checks,57:12.7,1,,,0,70,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,367,,0,1,1,1,367,,0,70,1,1,1,367,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,367,,0,1,1
368,h3s2f67e,vfwkn2,0,9,10,epq,Thank,36:23.3,1,,,0,50,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,368,,0,1,1,1,368,,0,50,1,1,1,368,,0,"Main factors in no particular order:  1) Bandwidth - if code/data is already in format for sharing then yes, otherwise large fixed cost  2) Competitive interest - if data can be shared that does not affect publishability of existing working papers",,5,1,3,7,7,5,1,2,2,2,2,2,2,5,10,0,4,1,1,1,0,0,0,0,0,0,0,0,0,,2,5,3,10,0,5,1,,4,50,0,1,1,368,,0,1,1
369,4fqv4ecs,0wjbkl,0,9,10,epq,Thank,53:59.7,1,,,0,80,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,369,,0,1,1,1,369,,0,80,1,1,1,369,,0,"Depends on how the other person is presenting his/her request and his/her true intentions (i.e., genuine curiosity).",,5,1,3,7,10,8,1,2,2,2,4,4,4,4,30,0,3,1,0,1,0,0,1,0,0,0,0,0,0,,2,3,2,50,0,1,1,,5,85,0,1,1,369,,0,1,1
370,ghb74e5a,wzr8ft,0,9,10,epq,Thank,36:11.4,1,,,0,75,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,370,,0,1,1,1,370,,0,75,1,1,1,370,,0,I have had frivolous requests in the past.  ,,5,1,5,6,9,9,1,3,6,1,5,3,5,4,75,0,4,1,0,0,0,0,0,0,0,0,0,0,1,frivolous requests,2,3,3,75,0,2,1,,4,75,0,1,1,370,,0,1,1
371,e5ixunpl,batjz7,0,9,10,epq,Thank,48:46.5,1,,,0,85,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,371,,0,1,1,1,371,,0,85,1,1,1,371,,0,"I would detail the public datasets and the specific coding procedures/decisions, but I would hesitate to simply provide them full access to all aspects of the data and code without explanation or discussion",,5,2,3,4,8,5,1,2,2,2,3,2,2,4,35,0,3,1,1,0,0,0,1,1,0,0,0,0,0,,2,4,2,50,0,1,1,,3,90,0,1,1,371,,0,1,1
372,5rn4xffm,pv3wve,0,4,10,epq,Checks,36:24.6,1,,,0,24,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,372,,0,1,1,1,372,,0,24,1,1,1,372,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,372,,0,1,1
373,9q4tr8rg,4hun0t,0,9,10,epq,Thank,03:10.7,1,,,0,100,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,373,,0,1,1,1,373,,0,100,1,1,1,373,,0,This is simply how science is supposed to work.,,4,1,4,7,7,5,1,3,2,2,4,5,5,5,30,0,2,1,0,0,0,0,1,0,0,0,0,0,0,,2,3,3,50,0,2,1,,5,100,0,1,1,373,,0,1,1
374,l9zmsld4,dm79n3,0,9,10,epq,Thank,14:23.4,1,,,0,100,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,374,,0,1,1,1,374,,0,100,1,1,1,374,,0,It is extremely important that we raise the standards for making data and the programs used to process the data publicly available.,,5,1,6,5,8,7,1,3,2,1,4,1,1,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,I was not asked.,2,2,3,2,0,1,1,,4,10,0,1,1,374,,0,1,1
