participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.share,participant.control_treatment,participant.private_treatment,participant.journal_treatment,participant.dofus,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.journal,session.config.participation_fee,session.config.full_random,instructions.1.player.id_in_group,instructions.1.player.role,instructions.1.player.payoff,instructions.1.player.confirm_one,instructions.1.group.id_in_subsession,instructions.1.subsession.round_number,science_study.1.player.id_in_group,science_study.1.player.role,science_study.1.player.payoff,science_study.1.player.share,science_study.1.player.check_share,science_study.1.group.id_in_subsession,science_study.1.subsession.round_number,epq.1.player.id_in_group,epq.1.player.role,epq.1.player.payoff,epq.1.player.reflect,epq.1.player.researcher_feedback,epq.1.player.continent,epq.1.player.gender,epq.1.player.age,epq.1.player.risk,epq.1.player.trustworthy,epq.1.player.trusting,epq.1.player.accounting_research,epq.1.player.job_title,epq.1.player.research_area,epq.1.player.research_method,epq.1.player.res_meth_replicates,epq.1.player.acc_replicates,epq.1.player.acc_sub_replicates,epq.1.player.progress,epq.1.player.est_other_post_online,epq.1.player.check_est_other_post_online,epq.1.player.est_you_post_online,epq.1.player.reason_one,epq.1.player.reason_two,epq.1.player.reason_three,epq.1.player.reason_four,epq.1.player.reason_five,epq.1.player.reason_six,epq.1.player.reason_seven,epq.1.player.reason_eight,epq.1.player.reason_nine,epq.1.player.reason_eleven,epq.1.player.reason_twelve,epq.1.player.reason_ten,epq.1.player.reason_ten_text,epq.1.player.likelihood_future_post,epq.1.player.heard_materials,epq.1.player.encourage_others,epq.1.player.acc_favor_public_post,epq.1.player.check_acc_favor_public_post,epq.1.player.heard_prereg,epq.1.player.have_prereg,epq.1.player.first_time_prereg,epq.1.player.trust_prereg,epq.1.player.editors_believe,epq.1.player.check_editors_believe,epq.1.group.id_in_subsession,epq.1.subsession.round_number,end.1.player.id_in_group,end.1.player.role,end.1.player.payoff,end.1.group.id_in_subsession,end.1.subsession.round_number
1945,jblruiiv,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1945,,0,0,1,1,1945,,0,,,1,1,1945,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1945,,0,1,1
1946,xfx312t6,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1946,,0,0,1,1,1946,,0,,,1,1,1946,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1946,,0,1,1
1947,95w8d8ul,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1947,,0,0,1,1,1947,,0,,,1,1,1947,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1947,,0,1,1
1948,r426ume3,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1948,,0,0,1,1,1948,,0,,,1,1,1948,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1948,,0,1,1
1949,3q99zrj9,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1949,,0,0,1,1,1949,,0,,,1,1,1949,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1949,,0,1,1
1950,dek1ubrl,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1950,,0,0,1,1,1950,,0,,,1,1,1950,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1950,,0,1,1
1951,jgabbhp8,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1951,,0,0,1,1,1951,,0,,,1,1,1951,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1951,,0,1,1
1952,mrbiqxic,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1952,,0,0,1,1,1952,,0,,,1,1,1952,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1952,,0,1,1
1953,qbux7igr,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1953,,0,0,1,1,1953,,0,,,1,1,1953,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1953,,0,1,1
1954,xut8z7zl,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1954,,0,0,1,1,1954,,0,,,1,1,1954,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1954,,0,1,1
1955,cpno35ky,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1955,,0,0,1,1,1955,,0,,,1,1,1955,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1955,,0,1,1
1956,ybvf9a2q,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1956,,0,0,1,1,1956,,0,,,1,1,1956,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1956,,0,1,1
1957,8dgewd8v,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1957,,0,0,1,1,1957,,0,,,1,1,1957,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1957,,0,1,1
1958,66a5vy1o,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1958,,0,0,1,1,1958,,0,,,1,1,1958,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1958,,0,1,1
1959,fx2j0v6c,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1959,,0,0,1,1,1959,,0,,,1,1,1959,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1959,,0,1,1
1960,myou1eel,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1960,,0,0,1,1,1960,,0,,,1,1,1960,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1960,,0,1,1
1961,e9fxsyed,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1961,,0,0,1,1,1961,,0,,,1,1,1961,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1961,,0,1,1
1962,869u6rcp,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1962,,0,0,1,1,1962,,0,,,1,1,1962,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1962,,0,1,1
1963,aj9kh5s7,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1963,,0,0,1,1,1963,,0,,,1,1,1963,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1963,,0,1,1
1964,tqpt9imw,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1964,,0,0,1,1,1964,,0,,,1,1,1964,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1964,,0,1,1
1965,lf9nvu52,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1965,,0,0,1,1,1965,,0,,,1,1,1965,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1965,,0,1,1
1966,ll20kils,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1966,,0,0,1,1,1966,,0,,,1,1,1966,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1966,,0,1,1
1967,tz7gxosk,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1967,,0,0,1,1,1967,,0,,,1,1,1967,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1967,,0,1,1
1968,klxpm2bn,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1968,,0,0,1,1,1968,,0,,,1,1,1968,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1968,,0,1,1
1969,ycklhnvn,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1969,,0,0,1,1,1969,,0,,,1,1,1969,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1969,,0,1,1
1970,llxj13tr,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1970,,0,0,1,1,1970,,0,,,1,1,1970,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1970,,0,1,1
1971,0q80jq65,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1971,,0,0,1,1,1971,,0,,,1,1,1971,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1971,,0,1,1
1972,b142fz04,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1972,,0,0,1,1,1972,,0,,,1,1,1972,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1972,,0,1,1
1973,fm7d9v3t,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1973,,0,0,1,1,1973,,0,,,1,1,1973,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1973,,0,1,1
1974,trnn39at,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1974,,0,0,1,1,1974,,0,,,1,1,1974,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1974,,0,1,1
1975,3a35asbj,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1975,,0,0,1,1,1975,,0,,,1,1,1975,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1975,,0,1,1
1976,5hgfbjeq,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1976,,0,0,1,1,1976,,0,,,1,1,1976,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1976,,0,1,1
1977,qh59v08j,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1977,,0,0,1,1,1977,,0,,,1,1,1977,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1977,,0,1,1
1978,xih56yjw,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1978,,0,0,1,1,1978,,0,,,1,1,1978,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1978,,0,1,1
1979,mtp34ul8,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1979,,0,0,1,1,1979,,0,,,1,1,1979,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1979,,0,1,1
1980,s5ppdk2l,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1980,,0,0,1,1,1980,,0,,,1,1,1980,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1980,,0,1,1
1981,jhif211l,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1981,,0,0,1,1,1981,,0,,,1,1,1981,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1981,,0,1,1
1982,z2dxajso,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1982,,0,0,1,1,1982,,0,,,1,1,1982,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1982,,0,1,1
1983,iim0jzb9,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1983,,0,0,1,1,1983,,0,,,1,1,1983,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1983,,0,1,1
1984,r6g4zsbk,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1984,,0,0,1,1,1984,,0,,,1,1,1984,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1984,,0,1,1
1985,tu7y6w1u,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1985,,0,0,1,1,1985,,0,,,1,1,1985,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1985,,0,1,1
1986,ejhnmvli,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1986,,0,0,1,1,1986,,0,,,1,1,1986,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1986,,0,1,1
1987,sc2whe4t,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1987,,0,0,1,1,1987,,0,,,1,1,1987,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1987,,0,1,1
1988,rmx9g7cq,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1988,,0,0,1,1,1988,,0,,,1,1,1988,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1988,,0,1,1
1989,zeoc28y5,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1989,,0,0,1,1,1989,,0,,,1,1,1989,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1989,,0,1,1
1990,461wissh,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1990,,0,0,1,1,1990,,0,,,1,1,1990,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1990,,0,1,1
1991,0o1odb8w,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1991,,0,0,1,1,1991,,0,,,1,1,1991,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1991,,0,1,1
1992,4o8x8fkb,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1992,,0,0,1,1,1992,,0,,,1,1,1992,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1992,,0,1,1
1993,b824mwns,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1993,,0,0,1,1,1993,,0,,,1,1,1993,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1993,,0,1,1
1994,d4hqyoz3,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1994,,0,0,1,1,1994,,0,,,1,1,1994,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1994,,0,1,1
1995,1y51981m,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1995,,0,0,1,1,1995,,0,,,1,1,1995,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1995,,0,1,1
1996,to3do08y,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1996,,0,0,1,1,1996,,0,,,1,1,1996,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1996,,0,1,1
1997,h56bdu3x,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1997,,0,0,1,1,1997,,0,,,1,1,1997,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1997,,0,1,1
1998,ez76bmbp,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1998,,0,0,1,1,1998,,0,,,1,1,1998,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1998,,0,1,1
1999,q6osj7nd,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,1999,,0,0,1,1,1999,,0,,,1,1,1999,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,1999,,0,1,1
2000,o4h0v3kp,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2000,,0,0,1,1,2000,,0,,,1,1,2000,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2000,,0,1,1
2001,pfrnl2qw,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2001,,0,0,1,1,2001,,0,,,1,1,2001,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2001,,0,1,1
2002,dp959xti,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2002,,0,0,1,1,2002,,0,,,1,1,2002,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2002,,0,1,1
2003,hj7kyjjy,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2003,,0,0,1,1,2003,,0,,,1,1,2003,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2003,,0,1,1
2004,wv2dirrs,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2004,,0,0,1,1,2004,,0,,,1,1,2004,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2004,,0,1,1
2005,h42t4xr5,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2005,,0,0,1,1,2005,,0,,,1,1,2005,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2005,,0,1,1
2006,1li58san,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2006,,0,0,1,1,2006,,0,,,1,1,2006,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2006,,0,1,1
2007,8a7h4pxg,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2007,,0,0,1,1,2007,,0,,,1,1,2007,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2007,,0,1,1
2008,so1c8fpl,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2008,,0,0,1,1,2008,,0,,,1,1,2008,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2008,,0,1,1
2009,thjgkm94,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2009,,0,0,1,1,2009,,0,,,1,1,2009,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2009,,0,1,1
2010,8mczf78d,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2010,,0,0,1,1,2010,,0,,,1,1,2010,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2010,,0,1,1
2011,6e76y5e0,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2011,,0,0,1,1,2011,,0,,,1,1,2011,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2011,,0,1,1
2012,7nu1j444,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2012,,0,0,1,1,2012,,0,,,1,1,2012,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2012,,0,1,1
2013,bxtezi54,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2013,,0,0,1,1,2013,,0,,,1,1,2013,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2013,,0,1,1
2014,iatn67ao,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2014,,0,0,1,1,2014,,0,,,1,1,2014,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2014,,0,1,1
2015,o36utte9,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2015,,0,0,1,1,2015,,0,,,1,1,2015,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2015,,0,1,1
2016,ucpl1mg5,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2016,,0,0,1,1,2016,,0,,,1,1,2016,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2016,,0,1,1
2017,1xfedwy1,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2017,,0,0,1,1,2017,,0,,,1,1,2017,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2017,,0,1,1
2018,l2jh3hid,,0,0,10,,,,0,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2018,,0,0,1,1,2018,,0,,,1,1,2018,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2018,,0,1,1
2019,f6okxex3,,0,0,10,,,,0,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2019,,0,0,1,1,2019,,0,,,1,1,2019,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2019,,0,1,1
2020,whggx3fy,,0,0,10,,,,0,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2020,,0,0,1,1,2020,,0,,,1,1,2020,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2020,,0,1,1
2021,89l7pgqw,,0,0,10,,,,0,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,2021,,0,0,1,1,2021,,0,,,1,1,2021,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,2021,,0,1,1
